sentence	label
Steady-state concentrations of 9-hydroxyrisperidone are reached in 5-6 days (measured in extensive metabolizers).	0
Coadministration of losartan and phenobarbital led to a reduction of about 20% in the AUC of losartan and that of its active metabolite.	1
"In these studies, there was no evidence of worsening of heart failure based on measures of exercise tolerance, NYHA classification, symptoms, or LVEF."	0
"Reduction in the risk of myocardial infarction, stroke, or death from cardiovascular causes: 2.5 mg once daily for 1 week, 5 mg once daily for 3 weeks, and increased as tolerated to a maintenance dose of 10 mg once daily (2.2)."	0
"However, norepinephrine may still be used effectively."	0
No further down titration of TIKOSYN based on QTc is recommended.	0
This diminution is not sufficient to preclude effectiveness of the pressor agent for therapeutic use.	0
Hormonal contraceptives: ethinyl estradiol and norgestimate or norethindrone <U+2193> ethinyl estradiol<U+2191> norgestimatec <U+2191> ethinyl estradiol<U+2191> norethindroned Use with caution if coadministration of REYATAZ or REYATAZ/ritonavir with oral contraceptives is considered.	0
"In the presence of inflammation, levels of penicillin in abscesses, middle ear, pleural, peritoneal and synovial fluids are sufficient to inhibit most susceptible bacteria."	0
"New onset diabetes mellitus, exacerbation of pre-existing diabetes mellitus, and hyperglycemia have been reported during postmarketing surveillance in HIV-infected patients receiving protease inhibitor therapy."	0
Do not use MAOIs intended to treat psychiatric disorders with desvenlafaxine or within 7 days of stopping treatment with desvenlafaxine.	0
"Because chlorpromazine can suppress the cough reflex, aspiration of vomitus is possible."	0
Fluvoxamine maleate is extensively metabolized by the liver; the main metabolic routes are oxidative demethylation and deamination.	0
The pharmacokinetics are linear over the clinical dosing range.	0
"Studies of Lidocaine Hydrochloride Injection, USP in animals to evaluate the carcinogenic and mutagenic potential or the effect on fertility have not been conducted."	0
Treatment and Reduction in the Risk of Recurrence of Deep Venous Thrombosis and Pulmonary Embolism Dosing recommendations for patients with CrCl <U+2264>30 mL/min cannot be provided.	0
Its diuretic action commences a mean of 2.6 hours after dosing and continues for up to 72 hours.	0
Pregnancy Category D Use of drugs that act on the renin-angiotensin system during the second and third trimesters of pregnancy reduces fetal renal function and increases fetal and neonatal morbidity and death.	0
"In patients with acute myocardial infarction, cardiac failure which is not promptly and effectively controlled by 80 mg of intravenous furosemide or equivalent therapy is a contraindication to beta-blocker treatment."	0
"Once-daily regimens, and regimens with one daily interdosing interval of at least 14 hours (e.g., a regimen providing doses at 0800, 1400 and 1800 hours), have shown efficacy after the first dose of each day that was similar to that shown in the single dose studies cited above."	0
"The pooled analyses of placebo-controlled trials in children and adolescents with MDD, obsessive compulsive disorder (OCD), or other psychiatric disorders included a total of 24 short-term trials of 9 antidepressant drugs in over 4400 patients."	0
Epidemiological studies of the case-control and cohort design that have demonstrated an association between use of psychotropic drugs that interfere with serotonin reuptake and the occurrence of upper gastrointestinal bleeding have also shown that concurrent use of an NSAID or aspirin may potentiate this risk of bleeding.	0
"In rats, given 200 mg/kg/day, (about 6 times the recommended human daily dose based on body surface area comparisons), there was a decrease in fetal viability."	0
"The dose of MAXALT should be adjusted in propranolol-treated patients, as propranolol has been shown to increase the plasma AUC of rizatriptan by 70%."	1
"In a dose proportionality study involving fluvoxamine maleate at 100, 200 and 300 mg/day for 10 consecutive days in 30 normal volunteers, steady state was achieved after about a week of dosing."	0
These recommendations are based on either drug interaction studies or predicted interactions due to the expected magnitude of interaction and potential for serious adverse events or loss of efficacy.	0
The lack of a drug interaction following single-dose administration does not predict the complete absence of a pharmacodynamic effect following chronic administration.	0
"A few cases of accelerated growth of lung carcinoma have been reported in man, but a causal relationship with the drug has not been established."	0
"Because its use and safety have not been evaluated in other childhood disorders, ORAP is not recommended for use in any condition other than Tourette<U+2019>s Disorder."	0
"Consult the full prescribing information prior to and during treatment for potential drug interactions (5.1, 7.3) QT and PR interval prolongations have been observed in a healthy volunteer study."	0
Triptans - There have been rare post marketing reports of serotonin hydrochloride syndrome with use of an SNRI or an SSRI and a triptan.	0
"Overall, 72% of patients received the 100-mg daily dose more than 50% of the time they were on study drug."	0
Apixaban is a substrate of transport proteins: P-gp and breast cancer resistance protein.	0
"Prior to initiation of PURIXAN and on each visit to the clinic, train patients or caregivers on proper handling, storage, administration, disposal and clean-up of accidental spillage of the medication."	0
"In these patients, lipid disorders should be managed as clinically appropriate."	0
Coadministration of fluconazole and astemizole is contraindicated.	0
"Caution must be exercised if the concomitant use of fluconazole and amiodarone is necessary, notably with high-dose fluconazole (800 mg)."	0
Both elevation and lowering of blood sugar levels have been reported.	0
"Although 60 - 80% of an oral dose undergoes urinary excretion, only traces of unchanged nisoldipine are found in urine."	0
Dose reduction of NSAIDs may be needed.	1
"For ADASUVE, the order of metabolites observed in humans (based on systemic exposure) was 8-OH-loxapine >> loxapine N-oxide, 7-OH-loxapine > amoxapine."	0
Study 1 was an 8-week study comparing fixed paroxetine doses of 20 mg or 40 mg/day with placebo.	0
Fluvoxamine and thioridazine should not be coadministered.	0
The induced alkaline load in turn increases urinary pH and raises urinary citrate by augmenting citrate clearance without measurably altering ultrafilterable serum citrate.	0
"In general, dose selection for an elderly patient should be cautious, usually starting at the low end of the dosing range, reflecting the frequency of decreased hepatic, renal or cardiac function, and of concomitant disease or other drug therapy."	0
Patients using estrogens as hormone replacement therapy should be clinically monitored for signs of estrogen deficiency.	0
"Published data are inadequate to determine whether chronic use of amphetamines may cause a similar suppression of growth, however, it is anticipated that they likely have this effect as well."	0
"Following oral administration of Accupril (quinapril monotherapy) tablets, peak plasma quinapril concentrations are observed within 1 hour."	0
"If an allergic reaction to NATRECOR<U+00AE> occurs, discontinue the drug."	0
"Although these results suggest no adjustments in warfarin dosage are required when nefazodone is administered to patients stabilized on warfarin, such patients should be monitored as required by standard medical practices."	0
"As with other drugs having efficacy in bipolar disorder, the mechanism of action of ziprasidone in bipolar disorder is unknown."	0
A causal relationship has not been established.	0
Simultaneous administration of sucralfate and LASIX tablets may reduce the natriuretic and antihypertensive effects of LASIX .	0
"In the rabbit, maternal toxicity, mortality, decreased weight gain, and embryotoxicity including increased resorptions were dose-related."	0
